,lat,lon,b_true,b_pred
46,-4.247944055,1.721996233,-0.893353997,-0.943564073
47,-2.504701802,-9.036922851,-0.090923966,0.160468496
48,-7.76308409,0.250160652,0.195755947,0.149275714
49,3.015996403,-8.556543744,0.763981942,0.773625445
50,-3.478677917,1.579090571,0.108652361,-0.374037715
51,-9.5809141,-6.818057828,-1.170499395,-0.99376571
52,6.327954135,2.39251071,-0.142673065,-0.212863031
53,3.171304423,3.043286078,-1.540364464,-1.745641757
54,0.528227333,-7.949910991,0.247273138,0.292100298
55,8.583746494,7.421684196,0.292835406,0.256333939
56,-3.714917814,7.743886203,-0.363609333,-0.390289402
57,-9.307774416,-9.05288149,-1.546664989,-1.740679046
58,-1.984071369,2.572154311,0.93966068,1.079766676
59,-1.017086145,0.306236297,0.307730518,0.152184105
60,4.651155218,2.259130598,-0.608828486,-0.589374215
61,-3.215326603,-7.540918719,-0.507677614,-0.639478405
62,7.370896462,7.290713407,0.401152803,0.076953647
63,2.857153178,5.299321713,-0.640582763,-0.484607007
64,7.188332151,9.787846752,-0.722038242,-0.763133683
65,-0.35782471,2.540343982,1.847298951,1.961103873
66,-9.854929612,-2.483699123,0.809848482,0.812895747
67,1.79055958,-0.810888878,0.419764057,0.529201491
68,3.143849533,-5.439431974,1.493802263,1.857537258
69,9.924082714,8.118249985,-0.286764124,-0.201707235
70,1.685329422,6.334799008,-1.492120758,-1.489569252
71,6.332485117,4.007665582,0.841179113,0.480702431
72,3.156223847,6.599608062,-0.871338655,-0.761620854
73,-1.347889065,-9.606122364,-0.805233183,-0.642689611
74,2.715171948,8.079480253,-0.483897592,-0.40112111
75,-1.058379353,5.524193615,-0.66492487,-0.814778185
76,2.467560599,6.492761837,-1.284780905,-1.195318363
77,1.756921561,4.559985454,-0.085575131,-0.015653864
78,-1.003664952,-2.183419508,-1.081101423,-0.985507166
79,-5.791532325,-4.953021825,0.318436118,0.434973799
80,8.518784271,-5.016068434,-0.003769169,-0.143176947
81,-7.78084016,1.340327614,-0.434297601,-0.038216497
82,2.264308449,2.815118227,-0.431871659,-0.717716011
83,4.763577904,5.628446551,-0.784909355,-0.562137217
84,3.899962746,7.890276343,0.705472339,0.886955631
85,3.811203618,9.092222552,-1.042923475,-0.72737022
86,8.029019416,-2.713521022,-3.345107008,-3.247664678
87,2.078026654,4.712575093,-0.165557043,-0.035197158
88,-0.585057418,-4.026319622,-0.430950833,-0.419254756
89,8.356218186,7.91614108,-0.032195431,-0.007047513
90,-4.272216937,-7.290828578,-0.092784319,-0.266729467
91,1.274759926,5.51909278,-0.955126341,-1.31803687
92,4.053641419,2.095099813,-1.532904496,-1.852296174
93,0.845502923,-0.878792244,0.094328682,0.27693135
94,1.295271402,-6.866912203,1.066251356,0.918354756
95,-8.259027019,-9.934744323,-1.702598524,-2.380552148
96,8.903105434,-6.144069716,0.298179256,0.383968017
97,-6.080068093,4.284509906,-1.095668296,-1.097194635
98,0.973642646,9.67642007,0.270821243,0.189328279
99,-1.90205355,3.534220428,0.709486925,0.889166963
100,9.25928368,-0.05518961,0.38384227,0.392355459
101,-5.013324917,9.80003189,-0.157598158,-0.172552981
102,4.836944025,0.877343864,-1.379998571,-1.050173134
103,8.054514839,2.443495774,1.538053133,1.576892703
104,4.605775257,0.040058227,-1.647929856,-2.017880382
105,7.901619534,0.897928992,-0.490791189,-0.523219829
106,6.248586415,9.983883898,-1.150052779,-0.733407178
107,0.588736394,0.242152215,-0.001738869,-0.001059041
108,-6.909237128,8.342737125,0.22492504,-0.157263995
109,6.366724476,-9.551538935,-0.318304351,0.119185693
110,-6.443561752,-6.815433915,0.498687286,0.458731296
111,6.14353383,-3.461741709,0.11278658,0.029707592
112,-8.465163663,-1.989269588,0.886841592,0.727852178
113,-2.681907487,-4.40514128,-0.744627664,-0.7397733
114,-3.319037081,4.583520882,-1.566270492,-1.296711865
115,0.038746051,-2.388243814,0.646260682,0.656314511
116,-1.404276553,4.324341771,-0.050017035,0.259023955
117,-7.796555869,-8.611427419,-0.04079783,-0.122906376
118,-0.744899585,1.56039534,0.543103867,0.493093987
119,7.176205002,2.142163963,0.226512689,0.303611679
120,-5.064691253,2.406516696,-0.349900879,-0.400071523
121,7.519276899,7.187041303,0.418747497,0.127839857
122,9.570026848,-8.067770625,0.201164093,0.652507709
123,3.344288276,-7.531650275,3.49509191,3.435640357
124,-1.031618619,-5.237591389,-0.323921603,-0.147532189
125,7.261308209,-4.637545929,0.406429345,0.130411675
126,-3.296652289,0.899028574,1.121242042,0.609503673
127,-2.62759454,2.463612606,-0.7008438,-0.569163674
128,-9.590322575,-3.05182242,0.710753793,1.087416934
129,0.863894376,-9.080196807,-0.515662602,-0.381706452
130,4.748253306,9.215004145,-0.450304198,-0.664522925
131,-1.369632743,8.107866097,0.565728232,0.320707672
132,8.741985745,3.935276807,0.007135455,0.001560743
133,0.738056429,-7.694416016,0.660396765,0.544156742
134,-1.542252277,-4.696867028,-1.707942083,-1.293744191
135,9.694976614,0.645167881,0.893475555,1.222185479
136,-8.975372758,8.269702072,-0.897906647,-1.040305868
137,-9.866389959,5.493840459,-0.591249825,-0.45064706
138,0.781791549,-6.675767054,0.331412336,0.502222214
139,-0.386942109,7.657640998,-0.419390934,-0.362901975
140,-8.214217733,7.337650438,-1.484978778,-1.397392463
141,6.462298642,-2.200156516,0.009398016,0.126690373
142,6.827275252,-2.840193838,-0.717729643,-0.788868104
143,7.301184174,0.306437555,0.058797334,0.040290303
144,4.028318516,-3.256053411,0.808681964,0.943567359
145,-9.457143751,3.786274786,-2.645980976,-2.453734935
146,-2.245447221,-7.024758805,-1.847840993,-1.560832502
147,-5.44919013,-0.217761691,1.246230734,1.383311531
148,1.409341344,6.445208663,-1.537526136,-1.664027591
149,8.070982546,0.432470532,-0.60146821,-0.613713243
150,9.286184328,7.758791674,0.194473144,0.034602305
151,-2.525999712,-6.606966416,-1.740754324,-1.479870927
152,7.150607251,2.769208123,0.107365585,0.355528237
153,5.906730585,4.071624067,0.960837522,0.737249745
154,8.030513901,-2.689903067,-3.311169016,-3.233002268
155,5.193876534,3.011297619,0.362496401,0.469353221
156,1.693859785,6.1448653,-1.38087527,-1.424838625
157,1.339212797,7.658544374,0.04574477,-0.038744115
158,5.822156858,-3.648335412,-0.015300224,-0.072521492
159,1.335331507,-1.714831652,1.725664827,1.728377627
160,-1.907983517,4.468724592,-0.151069757,-0.178128352
161,-1.234681599,4.866146122,-0.525932249,-0.4475912
162,8.856598622,0.399371181,0.086175605,0.123587468
163,2.150500474,-1.578563162,1.353726979,1.250648381
164,-3.288061678,-7.058800973,-0.742184429,-0.880363953
165,5.927655828,-9.361422787,-0.059874199,0.194668949
166,2.172675891,0.404520285,-0.748473903,-0.699538134
167,-9.109800457,-0.675831285,-1.26215618,-1.327709778
168,-6.818080828,-9.579839008,-1.951111197,-1.587725001
169,0.569876354,4.221105078,0.281880699,0.213414908
170,3.234508209,-4.412210504,1.029012198,1.097462354
171,-8.203272717,-6.533794891,-0.142293618,0.229766885
172,5.355498653,0.687947498,-0.508425571,-0.395392388
173,5.82566155,-9.714416134,-0.705337161,-0.227328204
174,-2.185065286,4.164247567,0.079892094,0.008498851
175,-8.015026198,8.013283185,-0.748242824,-1.060510344
176,-1.933506238,5.607894953,-0.757233398,-0.863993434
177,1.95724403,-9.093662449,-0.800663333,-0.587129288
178,-1.918078846,8.475120963,-0.040199059,0.002188784
179,-5.423581851,-5.536927083,0.930363765,1.004930844
180,7.033815832,-5.703370883,1.38695365,1.668569064
181,-1.5381118,-0.650884191,-0.418347012,-0.893746972
182,-8.596637809,7.046184385,-1.874945931,-1.739323158
183,-6.30732849,-6.603833147,0.530839401,0.410709521
184,2.863812028,-7.652366492,3.000857633,2.888908268
185,5.55436447,-1.105850542,-1.755705283,-1.805107793
186,7.915787056,-9.749909615,0.321568891,0.506708159
187,6.858393372,-5.360565366,1.008621005,1.0880818
188,-5.257524152,-0.983522523,1.622419811,1.534091564
189,1.959231894,-6.540004239,1.603895811,1.562824188
190,-3.26283029,0.310447378,0.720511633,0.682794039
191,-1.183348811,-0.197265573,0.26873037,-0.252663289
192,7.504849238,-3.253683101,-2.539907472,-2.346826286
193,-0.604450612,8.517780565,0.128659463,-0.023618593
194,-3.887762573,-0.612851097,-0.032830215,0.236927339
195,-5.027868605,9.276630696,-0.897576548,-0.737691123
196,-5.612125245,6.017737395,0.347958378,0.251264545
197,2.240700596,0.567016581,-1.115505772,-1.073515118
198,0.781844362,5.022681289,-0.752954309,-0.849853968
199,0.303712831,7.87688341,-0.344680864,-0.306891729
200,3.370580443,-8.310505089,1.416637128,1.593928357
201,0.288416773,-1.445598915,0.882818283,1.146380627
202,4.568176786,-3.194939419,0.21427659,0.153460032
203,-4.084168929,-9.638153567,-0.086834988,-0.052902531
204,-2.517933838,9.390077067,-0.88480328,-0.621284124
205,7.029383596,8.457201768,-0.703374246,-0.544602422
206,9.626910755,-6.619833459,-0.927609539,-0.703958169
207,8.550990111,-5.437937376,0.39341895,0.53059029
208,-8.367250505,-7.704143274,1.035362317,0.873068631
209,6.922009966,8.094084176,-0.663220709,-0.602012517
210,7.526011057,4.070886395,-1.486747616,-1.003596999
211,-2.358601519,-1.168240887,-0.710817905,-0.859053094
212,0.449087404,-5.347553059,1.965560359,2.053167661
213,1.247128064,-5.232177616,1.642749412,1.388750934
214,-6.234793077,-5.826024988,0.100385666,0.046329533
215,7.748076909,7.474098675,0.179216591,0.096931494
216,-4.663536452,8.884004976,-1.476863648,-1.462229885
217,-0.072576398,2.865260336,2.156758674,2.090997381
218,8.304506421,9.19175464,-0.230424694,-0.068441062
219,4.317018421,4.815376441,-0.956804419,-0.840198042
220,8.930667326,2.223467852,1.804777607,1.936615109
221,2.382946732,-0.703909516,0.480120573,0.417249831
222,-8.684575718,5.379349967,-0.269968943,-0.43985221
223,-5.6233463,3.884292278,-1.681085423,-1.60872078
224,7.304796277,6.230238239,0.05790309,0.057623823
225,-1.747890753,-6.929930133,-1.531423647,-1.283628826
226,0.750802704,-7.807300879,0.617045278,0.498838615
227,-4.430523235,8.223215366,-0.996448036,-1.266060874
228,3.347124803,-8.645638407,0.481881542,0.579590804
229,-8.19416459,6.138499489,-0.31005615,-0.135158694
230,-7.945363558,2.011161587,-0.312931408,-0.295824445
231,-3.972095936,-8.612367992,-0.468671309,-0.389778014
232,-9.703156616,0.835150662,-1.419902123,-1.414028549
233,7.173862811,-8.85449647,1.079316362,0.990708985
234,-6.400500911,-4.282308388,-0.648898318,-0.31920319
235,4.700908009,-2.958917241,-0.133488237,-0.235565681
236,-8.74305703,-0.83063142,-0.987667887,-0.815643318
237,9.690546667,2.078854203,2.266162817,1.932813516
238,-4.452379176,8.540653072,-1.39665251,-1.571333528
239,-1.333660212,2.034594448,1.555191659,1.511241874
240,3.020692238,5.872651969,-0.784584917,-0.809471101
241,7.816560145,-7.891555672,0.769505428,0.778490648
242,-7.559050564,-1.813774374,1.024870405,0.941442291
243,-4.234134344,7.494891742,-0.133284867,-0.131716716
244,9.200644925,-4.494745668,-0.774509773,-1.023217317
245,8.987561854,-1.874732103,-1.712842193,-1.78277002
246,2.782288879,-1.187475014,0.639497652,0.427776406
247,-7.435353223,2.360310408,0.741562706,0.855576159
248,-0.733658075,9.5751992,0.139086582,0.483109796
249,-8.776472325,0.51513926,-0.750278302,-0.834222061
250,4.142969063,-4.302513945,0.280960622,0.464088171
251,8.642650061,-5.480696095,0.320210994,0.491485771
252,-4.164055224,-6.385933792,0.543469646,0.292083632
253,3.188489353,-5.96052528,1.9171907,2.136618107
254,-4.770065231,6.817788808,0.758942326,0.813846587
255,0.463612329,0.103222235,0.003328312,-0.000724024
256,6.461137604,0.728977419,0.664496799,0.906965339
257,-7.181000841,-6.107232822,-0.338931098,-0.510782972
258,9.673165421,1.942845052,2.267059358,1.876255971
259,-4.868959934,0.937806175,-0.404154142,-0.572390844
260,-0.702898929,0.829734678,0.208991607,0.241551226
261,3.486254241,-9.615237137,-0.67322041,-0.560446302
262,-8.325080568,1.985684513,-0.997321277,-1.06451347
263,6.714026138,-7.135575832,1.682485183,1.874093106
264,-2.409567707,8.574064676,-0.45065136,-0.292525598
265,-7.601356932,-0.005786495,0.234613557,0.19445258
266,-4.710163125,-9.871924361,-0.097137454,-0.014267286
267,-3.974429594,0.782280506,0.35151815,0.152260946
268,-3.749856656,-7.216955565,-0.411182778,-0.655733941
269,9.919275027,9.537013809,-0.371792352,-0.173609792
270,2.488749403,1.38926404,-2.841052749,-2.76868278
271,1.906384938,0.853570598,-1.166232914,-1.088466604
272,4.094052902,7.611574006,1.072162736,1.298843261
273,-8.3254785,3.602751593,-1.945814659,-2.172693497
274,0.116713473,4.998593686,-0.569608528,-0.366713392
275,-3.441609186,3.170502506,-2.76033993,-2.518831354
276,-0.738366374,1.37809671,0.351729658,0.318678337
277,-0.591651069,2.520093728,1.910167726,2.064003596
278,4.128496215,0.756849496,-1.985183265,-1.766415291
279,9.726047364,-5.589190584,0.124936442,0.4138224
280,6.692079233,1.915678865,-0.074311775,0.023895879
281,-3.264685102,-6.129503603,-0.243307327,-0.078744175
282,5.91446755,-2.642920364,-0.40642755,-0.117630169
283,-7.705369532,1.219526756,-0.379127254,0.035568182
284,-0.672575052,-3.620121543,-0.973305756,-1.032046564
285,1.765013549,6.287350727,-1.458126717,-1.423518612
286,-7.101366547,7.456141024,0.310884118,0.446110537
287,-9.164361147,3.186810445,-2.967863612,-3.118806393
288,4.781579832,5.949129572,-0.610210814,-0.194645184
289,-4.193792321,-5.163657106,2.842363812,2.996765579
290,-2.81376074,-4.504645493,-0.211932054,-0.259775058
291,-1.134537049,-9.93093209,-1.13855277,-0.937333342
292,0.899273068,5.250899265,-0.903548347,-1.133502013
293,7.510266476,-5.523996293,1.600917128,1.659962504
294,-5.848088483,-0.419065928,1.008560816,1.217055792
295,-4.580670333,1.929727159,-0.949628096,-0.879005788
296,-8.406121348,-8.698502941,-0.741304693,-0.571496067
297,4.450605383,-3.79444949,0.221206335,0.262587237
298,-8.26188717,7.987723492,-0.923612,-1.178122978
299,8.961683684,-2.384383488,-2.326604767,-2.454695972
300,0.355616228,-1.600378388,1.140038886,1.358910302
301,-8.075630933,-6.980855457,0.26480594,0.677037388
302,8.699236571,-9.634241999,0.376294573,0.334482047
303,-9.205316012,5.511160514,-0.051966885,-0.268571573
304,4.534042075,4.297030469,-0.669757781,-0.300242094
305,-1.704482499,-5.244096329,-1.490218296,-1.333099531
306,1.513318341,8.399474134,0.607566616,0.631529795
307,-0.017540354,7.409102013,-1.054192956,-0.846310664
308,-6.056572987,1.920594809,1.170975927,1.303509138
309,8.139375074,3.657374681,-0.543277106,-0.286565899
310,-1.711161696,-9.921327372,-0.805768519,-0.56985226
311,-5.150356544,5.815018861,0.100785749,-0.052729122
312,-6.867782521,-1.020848322,0.205630693,0.215646096
313,0.432894964,1.803925172,0.102254085,0.366149036
314,-9.296761048,-5.465775581,-1.193415017,-0.996105952
315,-3.844475903,-7.991275875,-0.469923735,-0.410696019
316,6.101787436,4.69226878,0.495637803,0.618865831
317,-5.761766004,8.703117692,0.039974294,-0.019791388
318,-9.147456515,6.375400563,-1.219084846,-1.213739116
319,1.437157993,6.822071924,-1.338524665,-1.401637456
320,-1.949727786,9.452404208,-0.788667581,-0.255978912
321,-7.353484811,9.765378587,0.405819342,0.144497429
322,-8.9361246,-0.063975883,-1.075639417,-1.008679824
323,0.565218308,-6.447602639,0.243219353,0.626575581
324,3.514342768,-9.057968156,-0.410798069,-0.435327455
325,-8.048862235,-3.672680084,0.840015372,0.613934739
326,-3.530224118,7.972290385,-0.533130666,-0.564728499
327,5.990186388,5.755292509,0.556398896,0.591958457
328,-0.140579521,-2.231869566,0.33276662,0.42632742
329,-4.974687676,-9.291952743,-0.003516013,-0.046725905
330,8.127999565,6.733480011,0.140891763,0.206632957
331,-8.865288537,-5.242890933,-1.057745769,-0.975114765
332,6.108555171,6.883916031,0.304199582,0.543990086
333,-7.184738637,-8.921216256,-0.668068303,-0.674054138
334,-2.971297677,3.064582752,-2.078423911,-1.826779749
335,-1.217609328,-4.451579844,-1.286364783,-0.944557665
336,7.630354135,4.443311995,-1.610316416,-1.313506359
337,9.13369548,5.547613389,-0.160972527,-0.189326116
338,8.212203828,-0.300822483,-0.348425023,-0.343344436
339,-9.40529664,-4.36726944,-0.33594596,-0.229148842
340,-2.897105686,1.154785077,1.083786414,0.592996419
341,-6.992730894,3.753574396,-0.422999496,-0.159235367
342,2.22659242,4.925133121,-0.297922616,-0.110513417
343,-0.000733353,0.431257449,0.400029419,0.321950974
344,-5.811890908,-1.555673347,0.852520854,0.715207679
345,-4.363321796,6.401772016,-0.03609589,0.116476195
346,-4.307030799,5.823090786,-0.591108674,-0.648976421
347,-1.62473241,-8.96650297,-0.483291171,-0.398192038
348,-4.103788011,-5.232966573,2.701120144,2.896089245
349,9.836962345,0.953177026,1.561977971,1.516416557
350,6.151602996,2.12341858,-0.066335525,-0.042041784
351,-7.005153486,-9.82557131,-2.257896292,-1.841434769
352,-3.193037313,1.475072906,0.572938157,0.04030867
353,8.93782046,-5.892197159,0.183629189,0.374027885
354,2.012730371,-5.161582962,1.325118636,1.277873288
355,0.140404591,1.373334468,0.00216218,0.102963242
356,0.884604446,3.091940765,1.552665885,1.571053979
357,-3.449774346,4.894338118,-1.462215791,-1.34092192
358,4.338809297,1.295591887,-1.949360049,-1.679869727
359,-8.560848691,7.989876283,-1.081913971,-1.269301886
360,-4.491694453,-3.272359048,0.392087954,0.256926148
361,4.035653767,6.050564957,-0.94172827,-0.559733767
362,-1.282128313,-0.859942361,-0.472686071,-0.722863658
363,2.355562416,-6.484049262,2.224584449,2.149076665
364,2.6350713,-0.102220381,-0.336214337,-0.287947127
365,2.675561104,-0.737244102,0.28458679,0.213119065
366,2.851696136,5.402173826,-0.64510608,-0.518860407
367,-1.240225991,2.0826224,1.599808286,1.584059527
368,0.721071348,2.195956031,0.619835645,0.821642361
369,-6.032404474,-7.138686844,0.90986236,1.127359525
370,-3.984382174,8.716288117,-1.46126159,-1.585946881
371,3.936633868,4.882917352,-1.022586883,-1.023486653
372,1.73697313,7.223709574,-0.800153148,-0.871219794
373,1.273527755,5.258555477,-0.747347436,-1.045140738
374,-0.481587576,-1.785559862,-0.262548427,0.121790934
375,6.895875541,-7.697536218,1.828284327,1.772928875
376,-4.109443558,-3.743780641,1.281919593,1.205471732
377,2.986810145,-5.597102347,1.743821772,1.954816063
378,4.230157448,-8.561683918,-0.070898589,0.159757187
379,-6.743404819,-7.216714682,0.458428848,0.612901534
380,-7.310836683,-1.055237808,0.289335777,0.192008308
381,5.906557218,4.549384594,0.516939847,0.628901625
382,-7.865672887,-2.930886787,2.071894973,1.75657296
383,-9.015462501,-6.918027335,-0.095887958,0.015605488
384,-2.446889911,0.315836855,0.04682885,0.087214748
385,-8.963481259,0.298343904,-0.951512866,-1.003473212
386,-3.514905337,-3.656712646,-0.445427071,-0.406441064
387,-7.373911729,-3.688144603,0.432783581,0.580100711
388,-8.59136349,-5.805598261,-0.596998859,-0.645893723
389,7.880572234,0.084330932,-0.503444151,-0.441707394
390,-8.771508619,4.491649509,-1.435127119,-1.654950283
391,2.924042074,-7.514058533,3.286587024,3.17088129
392,4.359860859,-8.773520493,-0.530980928,-0.448248455
393,3.635158595,-6.25674394,1.507130359,1.892144178
394,-0.801814275,7.007283595,-0.552983595,-0.225157512
395,-2.693125662,6.449762331,0.423971122,0.395146092
396,7.530743002,-2.734771118,-2.362731273,-2.450442174
397,-5.766440816,6.215524841,0.684415091,0.57223049
398,8.399691961,-3.711017172,-3.186401135,-2.834746582
399,-9.191589139,9.478482863,-0.795101073,-0.585850288
400,-8.429862444,6.489025219,-0.997842066,-0.807373757
401,-6.117744932,-6.984970033,0.79997146,0.905470161
402,4.317682808,-4.210566743,0.075394929,0.215479806
403,-3.174899558,3.482226516,-2.392075607,-2.10426194
404,-5.354132291,-3.731040121,1.06069953,0.73104093
405,0.368040067,-5.767495294,1.279617525,1.620145674
406,-0.336920001,-7.606283939,-0.09811146,0.302498194
407,5.98797186,-2.072362058,-0.557331606,-0.264441868
408,-4.599049168,6.925804632,0.4767571,0.632855629
409,-4.199434355,-3.784305757,1.566718717,1.452816478
410,8.037489785,-8.659955412,0.471918135,0.497832077
411,-8.42318561,-3.994471498,0.301335958,0.098765921
412,2.919169899,-0.724155166,-0.044554041,-0.08664012
413,-7.648360499,2.074926505,0.280922872,0.38061811
414,-4.583012608,-6.865475174,0.480574789,0.228929395
415,0.171826108,0.184639326,0.285977356,0.209600317
416,-6.352076533,4.849316296,-0.88233403,-0.844493468
417,4.430019843,-4.256534314,-0.135359716,0.00309975
418,-4.893449555,0.251682467,0.704828909,0.645783088
419,-9.081383994,7.939553996,-1.440611822,-1.577851235
420,3.876110848,5.48469625,-1.000010786,-1.024200499
421,-4.40678018,-7.653952562,-0.010213678,-0.041817974
422,2.829386675,-1.048990159,0.430021082,0.253089182
423,-5.622958792,-9.19061526,0.384930192,0.191935057
424,-9.321243163,1.801341709,-2.364001394,-2.284455652
425,3.836427837,-1.568343694,-1.220311462,-1.282725635
426,-9.425668294,-7.067910739,-0.839385348,-0.71645911
427,2.68308852,-0.624871381,0.159740513,0.129032757
428,9.701047362,-0.700150812,0.199364933,0.143921869
429,1.657312354,6.209445078,-1.433220315,-1.479947658
430,-9.114762075,-0.664173415,-1.267987794,-1.334424042
431,-5.991610073,-5.025068399,-0.022369091,0.120777864
432,-9.659785113,-1.886798856,-0.121913885,-0.046470622
433,8.392775561,-0.653984345,-0.283002005,-0.378878641
434,-3.403958795,-4.26576456,1.005328289,1.061869766
435,-1.047634929,3.513631741,1.36988188,1.779460057
436,0.199197921,-8.890105146,-0.645194395,-0.387218658
437,1.293491951,-2.993849068,1.43745833,1.442424236
438,0.386046363,5.324091429,-0.942185718,-0.91835374
439,-4.792501205,-4.912529853,2.61596781,2.512902883
440,1.687832538,-2.766699401,1.122147841,1.166608121
441,-7.143669341,-0.506525734,0.16107746,0.120319756
442,-4.435141022,0.797553598,-0.16828974,-0.255525463
443,-0.014533709,-2.717100854,0.181942509,0.159819375
444,-0.833120448,-1.061575483,-0.351851565,-0.187468608
445,-1.641459949,9.77312704,-0.836901386,-0.088203774
446,-3.691151988,8.812130156,-1.256061415,-1.403553656
447,-1.136031389,5.156505229,-0.60014987,-0.662555377
448,-0.881952332,-6.848533661,0.196895999,0.219094168
449,2.084195597,-1.98386837,1.415477828,1.39777354
450,8.548450362,-9.322968655,0.336033246,0.331738062
451,1.199355252,-4.137340048,1.547605483,1.63387632
452,-2.425434194,9.477256958,-0.973137193,-0.58495378
453,7.235759329,5.986687874,-0.016971318,0.048964825
454,5.269215647,9.567694002,0.321999093,-0.211911681
455,-9.675329327,4.036991484,-2.279944292,-1.873980215
456,-2.351356398,0.453815089,0.135340138,0.159486171
457,9.543013277,7.583752682,0.163125969,0.279630855
458,8.286976154,-2.402934851,-3.011861978,-3.047542801
459,-5.404893302,-8.597408346,1.504710064,1.186380366
460,-3.413088322,-5.648292191,1.045404068,1.228965118
461,-7.404462172,4.576772036,-0.897634044,-0.944090194
462,7.388164105,-2.726002613,-1.967074626,-2.106618391
463,3.603308582,-0.735129784,-1.200233338,-1.237358283
464,9.445277296,-4.356238073,-0.729887959,-0.941857586
465,4.299000127,7.942025311,0.58642265,0.805219601
466,-1.175040216,0.725623809,0.039976411,0.172660931
467,8.47230814,1.689410609,1.191280647,1.169802717
468,-5.696859432,4.239847151,-1.577884128,-1.545749595
469,-1.83609893,-4.70010827,-1.805680598,-1.474443893
470,6.142943322,0.553447107,0.503216368,0.802453685
471,1.153802047,9.853404491,-0.13237981,-0.193028921
472,-4.578822941,-5.050007118,2.800846237,2.795418601
473,8.248244363,-3.961849679,-2.512942331,-2.315899294
474,-7.733426641,1.893459374,0.009997922,0.169754146
475,-9.603048158,6.591169897,-1.913397653,-1.993440813
476,-2.319643094,6.622655074,0.937120785,0.850948662
477,6.589595807,7.2508171,0.125516318,-0.020443506
478,-6.363112795,4.925835574,-0.884513549,-0.818398973
479,1.527088342,4.320396934,0.030786926,0.124187117
480,8.953997291,-4.036565642,-1.953002192,-2.130048337
481,-5.381294282,9.539441272,-0.099041614,-0.084975556
482,-6.99992934,9.204955743,-0.244560925,-0.310001086
483,-9.592653864,-8.792024129,-1.276420884,-1.765964586
484,9.531913351,-9.425830123,1.482599211,1.017511843
485,-0.486362103,7.285150276,-0.789812086,-0.485958198
486,5.050089243,9.170853151,-0.109789038,-0.499034352
487,-2.899842993,-8.936684776,0.176568135,0.345403958
488,8.705630095,0.06961182,-0.05411196,-0.132552491
489,-6.797415894,-3.555581857,0.372369795,0.651752352
490,4.809835864,-4.887788491,-0.997111098,-0.798283932
491,-9.367712388,3.866429058,-2.515963932,-2.365934484
492,5.899030457,-7.387169181,1.535158146,1.639152752
493,-0.342348221,5.873292704,-1.035022813,-1.004406283
494,-3.707577784,5.536723215,-1.285890509,-1.278440908
495,1.956261262,-8.209051921,0.567359329,0.464563681
496,-2.673765578,4.21861783,-0.626734517,-0.578898932
